channel,counts,energy_keV
1363,17123,0.0000
1364,17123,0.0000
1365,17123,0.0000
1366,17123,0.0000
1367,17123,0.0000
1368,17378,0.0000
1369,17378,0.0000
1370,17378,0.0000
1371,17378,0.0000
1372,17378,0.0000
1373,17378,0.0000
1374,17378,0.0000
1375,17378,0.0000
1376,17795,0.0000
1377,17795,0.0000
1378,17795,0.0000
1379,17795,0.0000
1380,17795,0.0000
1381,17795,0.0000
1382,17795,0.0000
1383,17795,0.0000
1384,18995,0.0000
1385,18995,0.0000
1386,18995,0.0000
1387,18995,0.0000
1388,18995,0.0000
1389,18995,0.0000
1390,18995,0.0000
1391,18995,0.0000
1392,22292,0.0000
1393,22292,0.0000
1394,22292,0.0000
1395,22292,0.0000
1396,22292,0.0000
1397,22292,0.0000
1398,22292,0.0000
1399,22292,0.0000
1400,28859,0.0000
1401,28859,0.0000
1402,28859,0.0000
1403,28859,0.0000
1404,28859,0.0000
1405,28859,0.0000
1406,28859,0.0000
1407,28859,0.0000
1408,43210,0.0000
1409,43210,0.0000
1410,43210,0.0000
1411,43210,0.0000
1412,43210,0.0000
1413,43210,0.0000
1414,43210,0.0000
1415,43210,0.0000
1416,66717,0.0000
1417,66717,0.0000
1418,66717,0.0000
1419,66717,0.0000
1420,66717,0.0000
1421,66717,0.0000
1422,66717,0.0000
1423,66717,0.0000
1424,93202,0.0000
1425,93202,0.0000
1426,93202,0.0000
1427,93202,0.0000
1428,93202,0.0000
1429,93202,0.0000
1430,93202,0.0000
1431,93202,0.0000
1432,108518,0.0000
1433,108518,0.0000
1434,108518,0.0000
1435,108518,0.0000
1436,108518,0.0000
1437,108518,0.0000
1438,108518,0.0000
1439,108518,0.0000
1440,109342,0.0000
1441,109342,0.0000
1442,109342,0.0000
1443,109342,0.0000
1444,109342,0.0000
1445,109342,0.0000
1446,109342,0.0000
1447,109342,0.0000
1448,105599,0.0000
1449,105599,0.0000
1450,105599,0.0000
1451,105599,0.0000
1452,105599,0.0000
1453,105599,0.0000
1454,105599,0.0000
1455,105599,0.0000
1456,109323,0.0000
1457,109323,0.0000
1458,109323,0.0000
1459,109323,0.0000
1460,109323,0.0000
1461,109323,0.0000
1462,109323,0.0000
1463,109323,0.0000
1464,115609,0.0000
1465,115609,0.0000
1466,115609,0.0000
1467,115609,0.0000
1468,115609,0.0000
1469,115609,0.0000
1470,115609,0.0000
1471,115609,0.0000
1472,106998,0.0000
1473,106998,0.0000
1474,106998,0.0000
1475,106998,0.0000
1476,106998,0.0000
1477,106998,0.0000
1478,106998,0.0000
1479,106998,0.0000
1480,83778,0.0000
1481,83778,0.0000
1482,83778,0.0000
1483,83778,0.0000
1484,83778,0.0000
1485,83778,0.0000
1486,83778,0.0000
1487,83778,0.0000
1488,54583,0.0000
1489,54583,0.0000
1490,54583,0.0000
1491,54583,0.0000
1492,54583,0.0000
1493,54583,0.0000
1494,54583,0.0000
1495,54583,0.0000
1496,33769,0.0000
1497,33769,0.0000
1498,33769,0.0000
1499,33769,0.0000
1500,33769,0.0000
1501,33769,0.0000
1502,33769,0.0000
1503,33769,0.0000
1504,22827,0.0000
1505,22827,0.0000
1506,22827,0.0000
1507,22827,0.0000
1508,22827,0.0000
1509,22827,0.0000
1510,22827,0.0000
1511,22827,0.0000
1512,19300,0.0000
1513,19300,0.0000
1514,19300,0.0000
1515,19300,0.0000
1516,19300,0.0000
1517,19300,0.0000
1518,19300,0.0000
1519,19300,0.0000
1520,17916,0.0000
1521,17916,0.0000
1522,17916,0.0000
1523,17916,0.0000
1524,17916,0.0000
1525,17916,0.0000
1526,17916,0.0000
1527,17916,0.0000
1528,16642,0.0000
1529,16642,0.0000
1530,16642,0.0000
1531,16642,0.0000
1532,16642,0.0000
1533,16642,0.0000
1534,16642,0.0000
1535,16642,0.0000
1536,16157,0.0000
1537,16157,0.0000
1538,16157,0.0000
1539,16157,0.0000
1540,16157,0.0000
1541,16157,0.0000
1542,16157,0.0000
1543,16157,0.0000
1544,15430,0.0000
1545,15430,0.0000
1546,15430,0.0000
1547,15430,0.0000
1548,15430,0.0000
1549,15430,0.0000
1550,15430,0.0000
1551,15430,0.0000
1552,14617,0.0000
1553,14617,0.0000
1554,14617,0.0000
1555,14617,0.0000
1556,14617,0.0000
1557,14617,0.0000
1558,14617,0.0000
1559,14617,0.0000
1560,13956,0.0000
1561,13956,0.0000
1562,13956,0.0000
1563,13956,0.0000
1564,13956,0.0000
1565,13956,0.0000
1566,13956,0.0000
1567,13956,0.0000
1568,13015,0.0000
1569,13015,0.0000
1570,13015,0.0000
1571,13015,0.0000
1572,13015,0.0000
1573,13015,0.0000
1574,13015,0.0000
1575,13015,0.0000
1576,13175,0.0000
1577,13175,0.0000
1578,13175,0.0000
1579,13175,0.0000
1580,13175,0.0000
1581,13175,0.0000
1582,13175,0.0000
1583,13175,0.0000
1584,13741,0.0000
1585,13741,0.0000
1586,13741,0.0000
1587,13741,0.0000
1588,13741,0.0000
1589,13741,0.0000
1590,13741,0.0000
1591,13741,0.0000
1592,14952,0.0000
1593,14952,0.0000
1594,14952,0.0000
1595,14952,0.0000
1596,14952,0.0000
1597,14952,0.0000
1598,14952,0.0000
1599,14952,0.0000
1600,16424,0.0000
1601,16424,0.0000
1602,16424,0.0000
1603,16424,0.0000
1604,16424,0.0000
1605,16424,0.0000
1606,16424,0.0000
1607,16424,0.0000
1608,16297,0.0000
1609,16297,0.0000
1610,16297,0.0000
1611,16297,0.0000
1612,16297,0.0000
1613,16297,0.0000
1614,16297,0.0000
1615,16297,0.0000
1616,14577,0.0000
1617,14577,0.0000
1618,14577,0.0000
1619,14577,0.0000
1620,14577,0.0000
1621,14577,0.0000
1622,14577,0.0000
1623,14577,0.0000
1624,12042,0.0000
1625,12042,0.0000
1626,12042,0.0000
1627,12042,0.0000
1628,12042,0.0000
1629,12042,0.0000
1630,12042,0.0000
1631,12042,0.0000
1632,9599,0.0000
1633,9599,0.0000
1634,9599,0.0000
1635,9599,0.0000
1636,9599,0.0000
1637,9599,0.0000
1638,9599,0.0000
1639,9599,0.0000
1640,8144,0.0000
1641,8144,0.0000
1642,8144,0.0000
1643,8144,0.0000
1644,8144,0.0000
1645,8144,0.0000
1646,8144,0.0000
1647,8144,0.0000
1648,7568,0.0000
1649,7568,0.0000
1650,7568,0.0000
1651,7568,0.0000
1652,7568,0.0000
1653,7568,0.0000
1654,7568,0.0000
1655,7568,0.0000
1656,6802,0.0000
1657,6802,0.0000
1658,6802,0.0000
1659,6802,0.0000
1660,6802,0.0000
1661,6802,0.0000
1662,6802,0.0000
1663,6802,0.0000
1664,6247,0.0000
1665,6247,0.0000
1666,6247,0.0000
1667,6247,0.0000
1668,6247,0.0000
1669,6247,0.0000
1670,6247,0.0000
1671,6247,0.0000
1672,5718,0.0000
1673,5718,0.0000
1674,5718,0.0000
1675,5718,0.0000
1676,5718,0.0000
1677,5718,0.0000
1678,5718,0.0000
1679,5718,0.0000
1680,5544,0.0000
1681,5544,0.0000
1682,5544,0.0000
1683,5544,0.0000
1684,5544,0.0000
1685,5544,0.0000
1686,5544,0.0000
1687,5544,0.0000
1688,5554,0.0000
1689,5554,0.0000
1690,5554,0.0000
1691,5554,0.0000
1692,5554,0.0000
1693,5554,0.0000
1694,5554,0.0000
1695,5554,0.0000
1696,6466,0.0000
1697,6466,0.0000
1698,6466,0.0000
1699,6466,0.0000
1700,6466,0.0000
1701,6466,0.0000
1702,6466,0.0000
1703,6466,0.0000
1704,8494,0.0000
1705,8494,0.0000
1706,8494,0.0000
1707,8494,0.0000
1708,8494,0.0000
1709,8494,0.0000
1710,8494,0.0000
1711,8494,0.0000
1712,10543,0.0000
1713,10543,0.0000
1714,10543,0.0000
1715,10543,0.0000
1716,10543,0.0000
1717,10543,0.0000
1718,10543,0.0000
1719,10543,0.0000
1720,12014,0.0000
1721,12014,0.0000
1722,12014,0.0000
1723,12014,0.0000
1724,12014,0.0000
1725,12014,0.0000
1726,12014,0.0000
1727,12014,0.0000
1728,11487,0.0000
1729,11487,0.0000
1730,11487,0.0000
1731,11487,0.0000
1732,11487,0.0000
1733,11487,0.0000
1734,11487,0.0000
1735,11487,0.0000
1736,9501,0.0000
1737,9501,0.0000
1738,9501,0.0000
1739,9501,0.0000
1740,9501,0.0000
1741,9501,0.0000
1742,9501,0.0000
1743,9501,0.0000
1744,6528,0.0000
1745,6528,0.0000
1746,6528,0.0000
1747,6528,0.0000
1748,6528,0.0000
1749,6528,0.0000
1750,6528,0.0000
1751,6528,0.0000
1752,4369,0.0000
1753,4369,0.0000
1754,4369,0.0000
1755,4369,0.0000
1756,4369,0.0000
1757,4369,0.0000
1758,4369,0.0000
1759,4369,0.0000
1760,3084,0.0000
1761,3084,0.0000
1762,3084,0.0000
1763,3084,0.0000
1764,3084,0.0000
1765,3084,0.0000
1766,3084,0.0000
1767,3084,0.0000
1768,2499,0.0000
1769,2499,0.0000
1770,2499,0.0000
1771,2499,0.0000
1772,2499,0.0000
1773,2499,0.0000
1774,2499,0.0000
1775,2499,0.0000
1776,2334,0.0000
1777,2334,0.0000
1778,2334,0.0000
1779,2334,0.0000
1780,2334,0.0000
1781,2334,0.0000
1782,2334,0.0000
1783,2334,0.0000
1784,2420,0.0000
1785,2420,0.0000
1786,2420,0.0000
1787,2420,0.0000
1788,2420,0.0000
1789,2420,0.0000
1790,2420,0.0000
1791,2420,0.0000
1792,2646,0.0000
1793,2646,0.0000
1794,2646,0.0000
1795,2646,0.0000
1796,2646,0.0000
1797,2646,0.0000
1798,2646,0.0000
1799,2646,0.0000
1800,2887,0.0000
1801,2887,0.0000
1802,2887,0.0000
1803,2887,0.0000
1804,2887,0.0000
1805,2887,0.0000
1806,2887,0.0000
1807,2887,0.0000
1808,3614,0.0000
1809,3614,0.0000
1810,3614,0.0000
1811,3614,0.0000
1812,3614,0.0000
1813,3614,0.0000
1814,3614,0.0000
1815,3614,0.0000
1816,4830,0.0000
1817,4830,0.0000
1818,4830,0.0000
1819,4830,0.0000
1820,4830,0.0000
1821,4830,0.0000
1822,4830,0.0000
1823,4830,0.0000
1824,7031,0.0000
1825,7031,0.0000
1826,7031,0.0000
1827,7031,0.0000
1828,7031,0.0000
1829,7031,0.0000
1830,7031,0.0000
1831,7031,0.0000
1832,11731,0.0000
1833,11731,0.0000
1834,11731,0.0000
1835,11731,0.0000
1836,11731,0.0000
1837,11731,0.0000
1838,11731,0.0000
1839,11731,0.0000
1840,22105,0.0000
1841,22105,0.0000
1842,22105,0.0000
1843,22105,0.0000
1844,22105,0.0000
1845,22105,0.0000
1846,22105,0.0000
1847,22105,0.0000
1848,40615,0.0000
1849,40615,0.0000
1850,40615,0.0000
1851,40615,0.0000
1852,40615,0.0000
1853,40615,0.0000
1854,40615,0.0000
1855,40615,0.0000
1856,66461,0.0000
1857,66461,0.0000
1858,66461,0.0000
1859,66461,0.0000
1860,66461,0.0000
1861,66461,0.0000
1862,66461,0.0000
1863,66461,0.0000
1864,90996,0.0000
1865,90996,0.0000
1866,90996,0.0000
1867,90996,0.0000
1868,90996,0.0000
1869,90996,0.0000
1870,90996,0.0000
1871,90996,0.0000
1872,102546,0.0000
1873,102546,0.0000
1874,102546,0.0000
1875,102546,0.0000
1876,102546,0.0000
1877,102546,0.0000
1878,102546,0.0000
1879,102546,0.0000
1880,91993,0.0000
1881,91993,0.0000
1882,91993,0.0000
1883,91993,0.0000
1884,91993,0.0000
1885,91993,0.0000
1886,91993,0.0000
1887,91993,0.0000
1888,67237,0.0000
1889,67237,0.0000
1890,67237,0.0000
1891,67237,0.0000
1892,67237,0.0000
1893,67237,0.0000
1894,67237,0.0000
1895,67237,0.0000
1896,40480,0.0000
1897,40480,0.0000
1898,40480,0.0000
1899,40480,0.0000
1900,40480,0.0000
1901,40480,0.0000
1902,40480,0.0000
1903,40480,0.0000
1904,22521,0.0000
1905,22521,0.0000
1906,22521,0.0000
1907,22521,0.0000
1908,22521,0.0000
1909,22521,0.0000
1910,22521,0.0000
1911,22521,0.0000
1912,13976,0.0000
1913,13976,0.0000
1914,13976,0.0000
1915,13976,0.0000
1916,13976,0.0000
1917,13976,0.0000
1918,13976,0.0000
1919,13976,0.0000
1920,11035,0.0000
1921,11035,0.0000
1922,11035,0.0000
1923,11035,0.0000
1924,11035,0.0000
1925,11035,0.0000
1926,11035,0.0000
1927,11035,0.0000
1928,10524,0.0000
1929,10524,0.0000
1930,10524,0.0000
1931,10524,0.0000
1932,10524,0.0000
1933,10524,0.0000
1934,10524,0.0000
1935,10524,0.0000
1936,10661,0.0000
1937,10661,0.0000
1938,10661,0.0000
1939,10661,0.0000
1940,10661,0.0000
1941,10661,0.0000
1942,10661,0.0000
1943,10661,0.0000
1944,10995,0.0000
1945,10995,0.0000
1946,10995,0.0000
1947,10995,0.0000
1948,10995,0.0000
1949,10995,0.0000
1950,10995,0.0000
1951,10995,0.0000
1952,10627,0.0000
1953,10627,0.0000
1954,10627,0.0000
1955,10627,0.0000
1956,10627,0.0000
1957,10627,0.0000
1958,10627,0.0000
1959,10627,0.0000
1960,9413,0.0000
1961,9413,0.0000
1962,9413,0.0000
1963,9413,0.0000
1964,9413,0.0000
1965,9413,0.0000
1966,9413,0.0000
1967,9413,0.0000
1968,7501,0.0000
1969,7501,0.0000
1970,7501,0.0000
1971,7501,0.0000
1972,7501,0.0000
1973,7501,0.0000
1974,7501,0.0000
1975,7501,0.0000
1976,5337,0.0000
1977,5337,0.0000
1978,5337,0.0000
1979,5337,0.0000
1980,5337,0.0000
1981,5337,0.0000
1982,5337,0.0000
1983,5337,0.0000
1984,3479,0.0000
1985,3479,0.0000
1986,3479,0.0000
1987,3479,0.0000
1988,3479,0.0000
1989,3479,0.0000
1990,3479,0.0000
1991,3479,0.0000
1992,2395,0.0000
1993,2395,0.0000
1994,2395,0.0000
1995,2395,0.0000
1996,2395,0.0000
1997,2395,0.0000
1998,2395,0.0000
1999,2395,0.0000
2000,1887,0.0000
2001,1887,0.0000
2002,1887,0.0000
2003,1887,0.0000
2004,1887,0.0000
2005,1887,0.0000
2006,1887,0.0000
2007,1887,0.0000
2008,1945,0.0000
2009,1945,0.0000
2010,1945,0.0000
2011,1945,0.0000
2012,1945,0.0000
2013,1945,0.0000
2014,1945,0.0000
2015,1945,0.0000
2016,2349,0.0000
2017,2349,0.0000
2018,2349,0.0000
2019,2349,0.0000
2020,2349,0.0000
2021,2349,0.0000
2022,2349,0.0000
2023,2349,0.0000
2024,2948,0.0000
2025,2948,0.0000
2026,2948,0.0000
2027,2948,0.0000
2028,2948,0.0000
2029,2948,0.0000
2030,2948,0.0000
2031,2948,0.0000
2032,3218,0.0000
2033,3218,0.0000
2034,3218,0.0000
2035,3218,0.0000
2036,3218,0.0000
2037,3218,0.0000
2038,3218,0.0000
2039,3218,0.0000
2040,3219,0.0000
2041,3219,0.0000
2042,3219,0.0000
2043,3219,0.0000
2044,3219,0.0000
2045,3219,0.0000
2046,3219,0.0000
2047,3219,0.0000
2048,2608,0.0000
2049,2608,0.0000
2050,2608,0.0000
2051,2608,0.0000
2052,2608,0.0000
2053,2608,0.0000
2054,2608,0.0000
2055,2608,0.0000
2056,1852,0.0000
2057,1852,0.0000
2058,1852,0.0000
2059,1852,0.0000
2060,1852,0.0000
2061,1852,0.0000
2062,1852,0.0000
2063,1852,0.0000
2064,1077,0.0000
2065,1077,0.0000
2066,1077,0.0000
2067,1077,0.0000
2068,1077,0.0000
2069,1077,0.0000
2070,1077,0.0000
2071,1077,0.0000
2072,689,0.0000
2073,689,0.0000
2074,689,0.0000
2075,689,0.0000
2076,689,0.0000
2077,689,0.0000
2078,689,0.0000
2079,689,0.0000
2080,475,0.0000
2081,475,0.0000
2082,475,0.0000
2083,475,0.0000
2084,475,0.0000
2085,475,0.0000
2086,475,0.0000
2087,475,0.0000
2088,437,0.0000
2089,437,0.0000
2090,437,0.0000
2091,437,0.0000
2092,437,0.0000
2093,437,0.0000
2094,437,0.0000
2095,437,0.0000
2096,389,0.0000
2097,389,0.0000
2098,389,0.0000
2099,389,0.0000
2100,389,0.0000
2101,389,0.0000
2102,389,0.0000
2103,389,0.0000
2104,351,0.0000
2105,351,0.0000
2106,351,0.0000
2107,351,0.0000
2108,351,0.0000
2109,351,0.0000
2110,351,0.0000
2111,351,0.0000
2112,303,0.0000
2113,303,0.0000
2114,303,0.0000
2115,303,0.0000
2116,303,0.0000
2117,303,0.0000
2118,303,0.0000
2119,303,0.0000
2120,341,0.0000
2121,341,0.0000
2122,341,0.0000
2123,341,0.0000
2124,341,0.0000
2125,341,0.0000
2126,341,0.0000
2127,341,0.0000
2128,345,0.0000
2129,345,0.0000
2130,345,0.0000
2131,345,0.0000
2132,345,0.0000
2133,345,0.0000
2134,345,0.0000
2135,345,0.0000
2136,338,0.0000
2137,338,0.0000
2138,338,0.0000
2139,338,0.0000
2140,338,0.0000
2141,338,0.0000
2142,338,0.0000
2143,338,0.0000
2144,315,0.0000
2145,315,0.0000
2146,315,0.0000
2147,315,0.0000
2148,315,0.0000
2149,315,0.0000
2150,315,0.0000
2151,315,0.0000
2152,322,0.0000
2153,322,0.0000
2154,322,0.0000
2155,322,0.0000
2156,322,0.0000
2157,322,0.0000
2158,322,0.0000
2159,322,0.0000
2160,302,0.0000
2161,302,0.0000
2162,302,0.0000
2163,302,0.0000
2164,302,0.0000
2165,302,0.0000
2166,302,0.0000
2167,302,0.0000
2168,316,0.0000
2169,316,0.0000
2170,316,0.0000
2171,316,0.0000
2172,316,0.0000
2173,316,0.0000
2174,316,0.0000
2175,316,0.0000
2176,343,0.0000
2177,343,0.0000
2178,343,0.0000
2179,343,0.0000
2180,343,0.0000
2181,343,0.0000
2182,343,0.0000
2183,343,0.0000
2184,405,0.0000
2185,405,0.0000
2186,405,0.0000
2187,405,0.0000
2188,405,0.0000
2189,405,0.0000
2190,405,0.0000
2191,405,0.0000
2192,429,0.0000
2193,429,0.0000
2194,429,0.0000
2195,429,0.0000
2196,429,0.0000
2197,429,0.0000
2198,429,0.0000
2199,429,0.0000
2200,446,0.0000
2201,446,0.0000
2202,446,0.0000
2203,446,0.0000
2204,446,0.0000
2205,446,0.0000
2206,446,0.0000
2207,446,0.0000
2208,345,0.0000
2209,345,0.0000
2210,345,0.0000
2211,345,0.0000
2212,345,0.0000
2213,345,0.0000
2214,345,0.0000
2215,345,0.0000
2216,306,0.0000
2217,306,0.0000
2218,306,0.0000
2219,306,0.0000
2220,306,0.0000
2221,306,0.0000
2222,306,0.0000
2223,306,0.0000
2224,216,0.0000
2225,216,0.0000
2226,216,0.0000
2227,216,0.0000
2228,216,0.0000
2229,216,0.0000
2230,216,0.0000
2231,216,0.0000
2232,191,0.0000
2233,191,0.0000
2234,191,0.0000
2235,191,0.0000
2236,191,0.0000
2237,191,0.0000
2238,191,0.0000
2239,191,0.0000
2240,182,0.0000
2241,182,0.0000
2242,182,0.0000
2243,182,0.0000
2244,182,0.0000
2245,182,0.0000
2246,182,0.0000
2247,182,0.0000
2248,183,0.0000
2249,183,0.0000
2250,183,0.0000
2251,183,0.0000
2252,183,0.0000
2253,183,0.0000
2254,183,0.0000
2255,183,0.0000
2256,177,0.0000
2257,177,0.0000
2258,177,0.0000
2259,177,0.0000
2260,177,0.0000
2261,177,0.0000
2262,177,0.0000
2263,177,0.0000
2264,183,0.0000
2265,183,0.0000
2266,183,0.0000
2267,183,0.0000
2268,183,0.0000
2269,183,0.0000
2270,183,0.0000
2271,183,0.0000
2272,156,0.0000
2273,156,0.0000
2274,156,0.0000
2275,156,0.0000
2276,156,0.0000
2277,156,0.0000
2278,156,0.0000
2279,156,0.0000
2280,145,0.0000
2281,145,0.0000
2282,145,0.0000
2283,145,0.0000
2284,145,0.0000
2285,145,0.0000
2286,145,0.0000
2287,145,0.0000
2288,184,0.0000
2289,184,0.0000
2290,184,0.0000
2291,184,0.0000
2292,184,0.0000
2293,184,0.0000
2294,184,0.0000
2295,184,0.0000
2296,181,0.0000
2297,181,0.0000
2298,181,0.0000
2299,181,0.0000
2300,181,0.0000
2301,181,0.0000
2302,181,0.0000
2303,181,0.0000
2304,207,0.0000
2305,207,0.0000
2306,207,0.0000
2307,207,0.0000
2308,207,0.0000
2309,207,0.0000
2310,207,0.0000
2311,207,0.0000
2312,201,0.0000
2313,201,0.0000
2314,201,0.0000
2315,201,0.0000
2316,201,0.0000
2317,201,0.0000
2318,201,0.0000
2319,201,0.0000
2320,204,0.0000
2321,204,0.0000
2322,204,0.0000
2323,204,0.0000
2324,204,0.0000
2325,204,0.0000
2326,204,0.0000
2327,204,0.0000
2328,268,0.0000
2329,268,0.0000
2330,268,0.0000
2331,268,0.0000
2332,268,0.0000
2333,268,0.0000
2334,268,0.0000
2335,268,0.0000
2336,253,0.0000
2337,253,0.0000
2338,253,0.0000
2339,253,0.0000
2340,253,0.0000
2341,253,0.0000
2342,253,0.0000
2343,253,0.0000
2344,268,0.0000
2345,268,0.0000
2346,268,0.0000
2347,268,0.0000
2348,268,0.0000
2349,268,0.0000
2350,268,0.0000
2351,268,0.0000
2352,298,0.0000
2353,298,0.0000
2354,298,0.0000
2355,298,0.0000
2356,298,0.0000
2357,298,0.0000
2358,298,0.0000
2359,298,0.0000
2360,347,0.0000
2361,347,0.0000
2362,347,0.0000
2363,347,0.0000
2364,347,0.0000
2365,347,0.0000
2366,347,0.0000
2367,347,0.0000
2368,284,0.0000
2369,284,0.0000
2370,284,0.0000
2371,284,0.0000
2372,284,0.0000
2373,284,0.0000
2374,284,0.0000
2375,284,0.0000
2376,278,0.0000
2377,278,0.0000
2378,278,0.0000
2379,278,0.0000
2380,278,0.0000
2381,278,0.0000
2382,278,0.0000
2383,278,0.0000
2384,248,0.0000
2385,248,0.0000
2386,248,0.0000
2387,248,0.0000
2388,248,0.0000
2389,248,0.0000
2390,248,0.0000
2391,248,0.0000
2392,216,0.0000
2393,216,0.0000
2394,216,0.0000
2395,216,0.0000
2396,216,0.0000
2397,216,0.0000
2398,216,0.0000
2399,216,0.0000
2400,219,0.0000
2401,219,0.0000
2402,219,0.0000
2403,219,0.0000
2404,219,0.0000
2405,219,0.0000
2406,219,0.0000
2407,219,0.0000
2408,215,0.0000
2409,215,0.0000
2410,215,0.0000
2411,215,0.0000
2412,215,0.0000
2413,215,0.0000
2414,215,0.0000
2415,215,0.0000
2416,212,0.0000
2417,212,0.0000
2418,212,0.0000
2419,212,0.0000
2420,212,0.0000
2421,212,0.0000
2422,212,0.0000
2423,212,0.0000
2424,256,0.0000
2425,256,0.0000
2426,256,0.0000
2427,256,0.0000
2428,256,0.0000
2429,256,0.0000
2430,256,0.0000
2431,256,0.0000
2432,237,0.0000
2433,237,0.0000
2434,237,0.0000
2435,237,0.0000
2436,237,0.0000
2437,237,0.0000
2438,237,0.0000
2439,237,0.0000
2440,274,0.0000
2441,274,0.0000
2442,274,0.0000
2443,274,0.0000
2444,274,0.0000
2445,274,0.0000
2446,274,0.0000
2447,274,0.0000
2448,318,0.0000
2449,318,0.0000
2450,318,0.0000
2451,318,0.0000
2452,318,0.0000
2453,318,0.0000
2454,318,0.0000
2455,318,0.0000
2456,281,0.0000
2457,281,0.0000
2458,281,0.0000
2459,281,0.0000
2460,281,0.0000
2461,281,0.0000
2462,281,0.0000
2463,281,0.0000
2464,340,0.0000
2465,340,0.0000
2466,340,0.0000
2467,340,0.0000
2468,340,0.0000
2469,340,0.0000
2470,340,0.0000
2471,340,0.0000
2472,319,0.0000
2473,319,0.0000
2474,319,0.0000
2475,319,0.0000
2476,319,0.0000
2477,319,0.0000
2478,319,0.0000
2479,319,0.0000
2480,306,0.0000
2481,306,0.0000
2482,306,0.0000
2483,306,0.0000
2484,306,0.0000
2485,306,0.0000
2486,306,0.0000
2487,306,0.0000
2488,329,0.0000
2489,329,0.0000
2490,329,0.0000
2491,329,0.0000
2492,329,0.0000
2493,329,0.0000
2494,329,0.0000
2495,329,0.0000
2496,344,0.0000
2497,344,0.0000
2498,344,0.0000
2499,344,0.0000
2500,344,0.0000
2501,344,0.0000
2502,344,0.0000
2503,344,0.0000
2504,371,0.0000
2505,371,0.0000
2506,371,0.0000
2507,371,0.0000
2508,371,0.0000
2509,371,0.0000
2510,371,0.0000
2511,371,0.0000
2512,338,0.0000
2513,338,0.0000
2514,338,0.0000
2515,338,0.0000
2516,338,0.0000
2517,338,0.0000
2518,338,0.0000
2519,338,0.0000
2520,373,0.0000
2521,373,0.0000
2522,373,0.0000
2523,373,0.0000
2524,373,0.0000
2525,373,0.0000
2526,373,0.0000
2527,373,0.0000
2528,392,0.0000
2529,392,0.0000
2530,392,0.0000
2531,392,0.0000
2532,392,0.0000
2533,392,0.0000
2534,392,0.0000
2535,392,0.0000
2536,376,0.0000
2537,376,0.0000
2538,376,0.0000
2539,376,0.0000
2540,376,0.0000
2541,376,0.0000
2542,376,0.0000
2543,376,0.0000
2544,400,0.0000
2545,400,0.0000
2546,400,0.0000
2547,400,0.0000
2548,400,0.0000
2549,400,0.0000
2550,400,0.0000
2551,400,0.0000
2552,455,0.0000
2553,455,0.0000
2554,455,0.0000
2555,455,0.0000
2556,455,0.0000
2557,455,0.0000
2558,455,0.0000
2559,455,0.0000
2560,410,0.0000
2561,410,0.0000
2562,410,0.0000
2563,410,0.0000
2564,410,0.0000
2565,410,0.0000
2566,410,0.0000
2567,410,0.0000
2568,434,0.0000
2569,434,0.0000
2570,434,0.0000
2571,434,0.0000
2572,434,0.0000
2573,434,0.0000
2574,434,0.0000
2575,434,0.0000
2576,457,0.0000
2577,457,0.0000
2578,457,0.0000
2579,457,0.0000
2580,457,0.0000
2581,457,0.0000
2582,457,0.0000
2583,457,0.0000
2584,470,0.0000
2585,470,0.0000
2586,470,0.0000
2587,470,0.0000
2588,470,0.0000
2589,470,0.0000
2590,470,0.0000
2591,470,0.0000
2592,473,0.0000
2593,473,0.0000
2594,473,0.0000
2595,473,0.0000
2596,473,0.0000
2597,473,0.0000
2598,473,0.0000
2599,473,0.0000
2600,524,0.0000
2601,524,0.0000
2602,524,0.0000
2603,524,0.0000
2604,524,0.0000
2605,524,0.0000
2606,524,0.0000
2607,524,0.0000
2608,577,0.0000
2609,577,0.0000
2610,577,0.0000
2611,577,0.0000
2612,577,0.0000
2613,577,0.0000
2614,577,0.0000
2615,577,0.0000
2616,617,0.0000
2617,617,0.0000
2618,617,0.0000
2619,617,0.0000
2620,617,0.0000
2621,617,0.0000
2622,617,0.0000
2623,617,0.0000
2624,615,0.0000
2625,615,0.0000
2626,615,0.0000
2627,615,0.0000
2628,615,0.0000
2629,615,0.0000
2630,615,0.0000
2631,615,0.0000
2632,725,0.0000
2633,725,0.0000
2634,725,0.0000
2635,725,0.0000
2636,725,0.0000
2637,725,0.0000
2638,725,0.0000
2639,725,0.0000
2640,718,0.0000
2641,718,0.0000
2642,718,0.0000
2643,718,0.0000
2644,718,0.0000
2645,718,0.0000
2646,718,0.0000
2647,718,0.0000
2648,724,0.0000
2649,724,0.0000
2650,724,0.0000
2651,724,0.0000
2652,724,0.0000
2653,724,0.0000
2654,724,0.0000
2655,724,0.0000
2656,772,0.0000
2657,772,0.0000
2658,772,0.0000
2659,772,0.0000
2660,772,0.0000
2661,772,0.0000
2662,772,0.0000
2663,772,0.0000
2664,755,0.0000
2665,755,0.0000
2666,755,0.0000
2667,755,0.0000
2668,755,0.0000
2669,755,0.0000
2670,755,0.0000
2671,755,0.0000
2672,701,0.0000
2673,701,0.0000
2674,701,0.0000
2675,701,0.0000
2676,701,0.0000
2677,701,0.0000
2678,701,0.0000
2679,701,0.0000
2680,645,0.0000
2681,645,0.0000
2682,645,0.0000
2683,645,0.0000
2684,645,0.0000
2685,645,0.0000
2686,645,0.0000
2687,645,0.0000
2688,612,0.0000
2689,612,0.0000
